,CustomerID,Age,Gender,Location,ProductCategory,PurchaseDate,PurchaseAmount,PaymentMethod,Quantity,DiscountPercentage,IsReturned,Rating,IsPromotion,CustomerSegment,ShippingDuration,Region
219,220,49,Male,Suburb,Home Appliances,2022-08-08,808.8958359751537,Cash,3,0.1582285654372081,False,1,True,New,7,North
220,221,21,Female,Suburb,Clothing,2022-08-09,465.0682216986346,Credit Card,3,0.04348351012796653,False,4,False,New,4,West
221,222,28,Male,Rural,Electronics,2022-08-10,551.111370611972,Debit Card,7,0.15160989192212526,False,5,False,Returning,7,East
222,223,34,Male,Suburb,Electronics,2022-08-11,438.48784218737455,Cash,5,0.48327921969027204,False,1,False,Returning,2,West
223,224,55,Male,Rural,Home Appliances,2022-08-12,53.46094321657507,Debit Card,6,0.47235369083624085,False,1,False,Returning,3,North
224,225,41,Male,Rural,Home Appliances,2022-08-13,174.09228202195436,Debit Card,8,0.1674391450684925,False,1,False,Returning,7,South
225,226,22,Male,Suburb,Electronics,2022-08-14,451.086222354472,Debit Card,9,0.2854269681393808,False,1,False,Returning,1,North
226,227,51,Male,Suburb,Electronics,2022-08-15,217.09361075384854,Cash,1,0.45479769555547217,False,2,False,New,5,West
227,228,23,Female,City,Electronics,2022-08-16,59.47923837308195,Credit Card,3,0.0030919113204483373,False,2,False,New,7,North
228,229,39,Female,Rural,Electronics,2022-08-17,845.2131674113054,Cash,7,0.40534178516879593,False,3,False,Returning,4,North
229,230,28,Male,City,Electronics,2022-08-18,981.3806038724747,Debit Card,6,0.4741847763944595,False,1,False,Returning,3,South
230,231,33,Male,Suburb,Electronics,2022-08-19,795.2114452567721,Debit Card,7,0.04566286716677853,False,3,True,Returning,7,West
231,232,50,Female,City,Clothing,2022-08-20,855.2470724876204,Credit Card,8,0.08072384301646052,False,4,False,Returning,6,North
232,233,26,Male,Rural,Electronics,2022-08-21,249.55735901387493,Cash,6,0.4803731513856777,False,3,True,Returning,1,North
233,234,23,Male,City,Home Appliances,2022-08-22,961.0207057580677,Debit Card,3,0.26877007182017315,True,5,True,Returning,5,South
234,235,33,Male,Rural,Clothing,2022-08-23,204.9564474088941,Credit Card,2,0.007098317235861851,False,2,False,Returning,1,East
235,236,46,Female,Suburb,Electronics,2022-08-24,951.915512258214,Debit Card,7,0.12881599938176458,False,2,True,Returning,3,West
236,237,20,Male,Suburb,Home Appliances,2022-08-25,994.8711010262915,Credit Card,1,0.2249718371344298,False,1,False,New,2,East
237,238,37,Female,Rural,Clothing,2022-08-26,714.6055776885883,Credit Card,3,0.34645445551238385,False,1,False,Returning,5,East
238,239,53,Male,Suburb,Home Appliances,2022-08-27,981.3322944739036,Cash,4,0.3665801890683998,True,4,False,Returning,1,South
239,240,36,Female,Suburb,Electronics,2022-08-28,573.8443817714326,Debit Card,1,0.49771075646272805,False,4,False,Returning,2,South
240,241,43,Female,Suburb,Electronics,2022-08-29,266.9463653443294,Cash,5,0.1437555996918795,True,5,False,New,4,West
241,242,20,Male,Suburb,Electronics,2022-08-30,442.62592680896466,Debit Card,3,0.2691100509342376,False,1,True,Returning,3,East
242,243,36,Female,Rural,Electronics,2022-08-31,597.6253260249981,Cash,2,0.2666617739298025,False,1,False,Returning,3,North
243,244,37,Male,City,Clothing,2022-09-01,82.35074640674485,Debit Card,3,0.20282262972361875,False,4,False,Returning,5,East
244,245,49,Female,City,Clothing,2022-09-02,626.1198319710736,Cash,8,0.0845809469212101,False,4,False,Returning,1,South
245,246,24,Male,Suburb,Home Appliances,2022-09-03,981.3660583946715,Credit Card,6,0.4887282815919213,False,4,False,New,4,North
246,247,58,Male,City,Electronics,2022-09-04,198.20657328589036,Debit Card,7,0.42665859333329303,False,2,False,Returning,6,North
247,248,50,Female,City,Home Appliances,2022-09-05,794.6691651254995,Debit Card,6,0.2491665141471186,False,3,False,Returning,5,South
248,249,57,Male,Suburb,Clothing,2022-09-06,908.8198058418232,Credit Card,6,0.3016227113420149,True,3,False,Returning,6,North
249,250,56,Male,Suburb,Electronics,2022-09-07,944.2645768920186,Cash,3,0.11363052677983115,False,1,True,New,5,East
250,251,35,Female,City,Electronics,2022-09-08,960.5342483613928,Debit Card,8,0.27189353519587345,False,2,False,New,1,South
251,252,57,Male,Rural,Clothing,2022-09-09,526.2450423342573,Debit Card,7,0.3474850665607379,False,4,False,Returning,4,West
252,253,18,Male,Suburb,Clothing,2022-09-10,977.5348289115886,Cash,7,0.2575835141932944,False,1,True,Returning,1,South
253,254,28,Female,Rural,Clothing,2022-09-11,759.7371050630944,Credit Card,6,0.4951425852924706,False,2,False,Returning,3,West
254,255,45,Female,City,Clothing,2022-09-12,170.05472187459227,Cash,5,0.3056708281238631,False,5,False,New,6,West
255,256,42,Male,Suburb,Clothing,2022-09-13,482.1311054032903,Cash,8,0.18548685629608452,False,2,False,Returning,2,South
256,257,40,Male,Rural,Electronics,2022-09-14,721.147863618284,Cash,5,0.38607601380791906,False,1,True,Returning,7,South
257,258,48,Female,Suburb,Clothing,2022-09-15,254.8669126608925,Debit Card,9,0.08523125579082103,False,3,False,New,3,West
258,259,47,Female,City,Electronics,2022-09-16,644.2090317133985,Credit Card,9,0.19225790685313326,False,4,True,Returning,3,West
259,260,59,Male,Rural,Electronics,2022-09-17,669.9344742561531,Credit Card,1,0.17347947518879292,False,5,False,Returning,6,North
260,261,52,Female,City,Clothing,2022-09-18,171.07274637048022,Cash,6,0.21590354755388863,False,2,True,Returning,5,South
261,262,24,Male,City,Clothing,2022-09-19,569.4344593282287,Debit Card,7,0.39088991296436315,False,1,False,New,3,South
262,263,33,Male,Suburb,Electronics,2022-09-20,773.9106418688216,Cash,3,0.24208651608170373,False,1,False,Returning,7,North
263,264,43,Male,Rural,Clothing,2022-09-21,503.9067078905825,Debit Card,7,0.39700722513298137,True,4,False,New,4,South
264,265,19,Male,City,Clothing,2022-09-22,21.982085608346353,Debit Card,7,0.28824445156993295,False,1,True,New,3,North
265,266,18,Male,City,Clothing,2022-09-23,18.948084388499254,Debit Card,2,0.17103471732877767,False,1,False,New,4,North
266,267,29,Female,Rural,Home Appliances,2022-09-24,363.4590505303121,Debit Card,7,0.4049893718417362,False,4,False,Returning,1,South
267,268,22,Female,City,Electronics,2022-09-25,926.9321277474642,Credit Card,1,0.11914483527654579,False,5,False,New,5,East
268,269,54,Female,City,Home Appliances,2022-09-26,236.39001180757268,Debit Card,5,0.11219148989989775,False,3,False,Returning,4,West
269,270,49,Female,Rural,Clothing,2022-09-27,638.0200519829702,Debit Card,9,0.2522514620274179,False,3,False,New,3,South
270,271,26,Male,Rural,Home Appliances,2022-09-28,229.85511198638736,Cash,7,0.13042462298104446,True,2,False,New,5,East
271,272,58,Male,Rural,Clothing,2022-09-29,328.45328976295315,Cash,7,0.004543517475608161,False,5,True,Returning,7,North
272,273,52,Male,Rural,Home Appliances,2022-09-30,849.5616687054692,Credit Card,2,0.32414876364940076,False,2,True,New,5,East
273,274,36,Male,Suburb,Clothing,2022-10-01,731.5728278472474,Cash,8,0.255546910736199,False,3,False,Returning,4,South
274,275,33,Female,Rural,Home Appliances,2022-10-02,104.44528454007852,Debit Card,3,0.2227589072465806,False,4,True,New,4,South
275,276,20,Male,Suburb,Home Appliances,2022-10-03,434.4150007765693,Cash,8,0.4834842573091577,False,1,False,New,2,East
276,277,37,Male,Suburb,Home Appliances,2022-10-04,38.87806600881183,Credit Card,3,0.28559959198145685,False,3,False,New,2,South
277,278,41,Female,Suburb,Electronics,2022-10-05,486.0812451369789,Cash,7,0.43171578889469225,False,5,False,Returning,5,West
278,279,50,Female,City,Home Appliances,2022-10-06,665.8096715840574,Cash,2,0.06972511810258009,True,3,True,New,6,East
279,280,41,Female,Suburb,Electronics,2022-10-07,127.31759736217005,Credit Card,4,0.28460323156471384,False,5,True,Returning,6,North
280,281,28,Female,Suburb,Clothing,2022-10-08,295.996089520074,Credit Card,6,0.43398981336545145,False,5,False,Returning,2,East
281,282,25,Male,City,Home Appliances,2022-10-09,403.8582592471354,Debit Card,9,0.291552878639949,False,5,False,Returning,3,East
282,283,53,Male,City,Clothing,2022-10-10,920.3357144094892,Cash,5,0.35900708906350076,False,2,False,Returning,1,East
283,284,55,Female,City,Clothing,2022-10-11,993.3224652687344,Debit Card,9,0.1860217839061037,False,4,True,Returning,5,East
284,285,57,Male,Rural,Home Appliances,2022-10-12,54.462186005659696,Cash,5,0.046224758518533304,False,3,True,Returning,1,North
285,286,37,Male,City,Electronics,2022-10-13,763.3978442604381,Cash,8,0.2289501475635357,False,4,True,New,2,North
286,287,52,Male,City,Home Appliances,2022-10-14,378.0068257383198,Debit Card,1,0.19723969541942876,False,1,False,New,4,North
287,288,42,Female,Suburb,Clothing,2022-10-15,398.5336043671852,Cash,7,0.43353009118947367,False,3,True,New,7,East
288,289,52,Male,City,Clothing,2022-10-16,756.7223236135525,Cash,4,0.12199765117623612,False,4,True,New,5,West
289,290,42,Female,Rural,Home Appliances,2022-10-17,919.2421678239546,Cash,5,0.48336711376755404,False,4,True,New,2,West
290,291,46,Male,City,Electronics,2022-10-18,951.4193085575229,Credit Card,6,0.4790690599022481,False,1,False,Returning,3,North
291,292,35,Male,Rural,Electronics,2022-10-19,581.3513601779375,Debit Card,5,0.12381582153571935,False,5,False,Returning,7,West
292,293,63,Male,City,Clothing,2022-10-20,363.5499477074978,Credit Card,1,0.17402597773866024,True,3,False,Returning,5,West
293,294,35,Female,City,Clothing,2022-10-21,789.6735950001914,Debit Card,9,0.4477778704369425,False,3,True,New,5,West
294,295,19,Male,City,Electronics,2022-10-22,258.49136942967726,Debit Card,2,0.48331111044805375,False,1,False,New,6,West
295,296,52,Female,City,Home Appliances,2022-10-23,568.4332885451826,Cash,9,0.22171955141802202,False,5,False,Returning,4,West
296,297,33,Female,Rural,Clothing,2022-10-24,364.99267690962444,Debit Card,2,0.1604985228204489,False,3,True,Returning,5,South
297,298,58,Female,Rural,Electronics,2022-10-25,660.0647629707973,Credit Card,9,0.263047006625771,False,3,True,Returning,4,North
298,299,53,Male,Suburb,Clothing,2022-10-26,247.99492376457184,Credit Card,6,0.3438846031828674,True,3,False,Returning,2,East
299,300,50,Male,Rural,Home Appliances,2022-10-27,199.67701627747752,Credit Card,9,0.1367372576874899,False,5,True,Returning,3,West
300,301,21,Male,City,Electronics,2022-10-28,919.0566958086827,Debit Card,6,0.3682365873095364,False,1,True,Returning,7,South
301,302,50,Male,Suburb,Clothing,2022-10-29,110.78564612004153,Credit Card,6,0.025828678557320517,False,3,False,New,7,East
302,303,31,Female,Suburb,Home Appliances,2022-10-30,510.89832865758234,Debit Card,2,0.02464724638220822,False,4,False,Returning,3,South
303,304,38,Female,Suburb,Clothing,2022-10-31,228.64425513337883,Credit Card,8,0.1931438525727726,False,5,False,Returning,5,West
304,305,37,Female,City,Home Appliances,2022-11-01,48.540663692410774,Credit Card,3,0.1767365960303603,False,2,False,New,5,West
305,306,25,Male,Rural,Home Appliances,2022-11-02,45.65863010851213,Debit Card,7,0.15781660768357614,False,1,False,Returning,2,West
306,307,24,Female,City,Electronics,2022-11-03,183.46955438476908,Credit Card,5,0.245509881334455,False,4,False,Returning,6,West
307,308,20,Male,Suburb,Home Appliances,2022-11-04,868.1026509609403,Cash,3,0.16036679115578562,False,3,True,Returning,6,East
308,309,34,Female,City,Clothing,2022-11-05,289.6539565372564,Debit Card,1,0.09612895923404596,False,2,False,New,6,East
309,310,50,Male,City,Home Appliances,2022-11-06,950.9545788695427,Debit Card,8,0.15473477454430046,False,1,True,Returning,4,South
310,311,29,Male,Rural,Home Appliances,2022-11-07,585.8060700593016,Debit Card,3,0.4874521364051175,True,5,False,Returning,6,North
311,312,39,Female,Rural,Electronics,2022-11-08,442.2480478710784,Cash,2,0.2055567084974243,False,2,False,Returning,3,West
312,313,39,Female,Suburb,Home Appliances,2022-11-09,584.28794632276,Debit Card,1,0.22235638842916788,False,2,False,New,7,South
313,314,63,Female,City,Home Appliances,2022-11-10,521.5314013740051,Credit Card,4,0.28827249497557,False,4,False,Returning,7,South
314,315,47,Female,City,Clothing,2022-11-11,761.1884912197519,Credit Card,8,0.4916703842071133,False,1,False,Returning,4,South
315,316,55,Male,Rural,Electronics,2022-11-12,289.67110531312375,Credit Card,3,0.1208006382178815,False,4,False,New,2,West
316,317,55,Female,City,Electronics,2022-11-13,359.51988768429936,Debit Card,1,0.3406410552662169,False,4,False,New,3,West
317,318,62,Female,City,Electronics,2022-11-14,895.1533595079183,Credit Card,4,0.35799234677086206,False,3,False,Returning,7,South
318,319,25,Female,City,Home Appliances,2022-11-15,946.9919480189014,Debit Card,9,0.30366220839653296,False,5,False,Returning,3,West
319,320,44,Male,Rural,Electronics,2022-11-16,893.6326452116098,Credit Card,1,0.04428916981832204,False,2,False,New,7,South
320,321,44,Male,Suburb,Home Appliances,2022-11-17,425.25351401774043,Cash,2,0.33843613791378824,False,1,False,Returning,1,East
321,322,51,Female,Suburb,Home Appliances,2022-11-18,782.5618479768128,Cash,9,0.03204735551808774,False,5,False,Returning,2,West
322,323,38,Male,City,Clothing,2022-11-19,481.5723759680878,Cash,2,0.29807132477494847,False,5,True,New,2,East
323,324,47,Female,Suburb,Clothing,2022-11-20,502.56445362464115,Cash,3,0.36979058861087133,False,1,False,Returning,1,North
324,325,50,Male,Rural,Clothing,2022-11-21,212.6333079667111,Debit Card,7,0.10548494530997521,False,5,False,New,4,West
325,326,45,Male,Rural,Clothing,2022-11-22,595.2190002259313,Credit Card,3,0.420811003771387,False,3,False,Returning,7,North
326,327,64,Male,Suburb,Clothing,2022-11-23,194.27453877581445,Cash,9,0.015176902766502132,False,5,False,Returning,7,South
327,328,50,Male,Suburb,Home Appliances,2022-11-24,338.2490520765218,Debit Card,6,0.42190643182915305,False,3,False,Returning,7,West
328,329,22,Female,City,Home Appliances,2022-11-25,856.4798996037358,Cash,3,0.23016452532138254,False,2,True,New,6,West
329,330,36,Female,Suburb,Electronics,2022-11-26,215.00505111874668,Cash,9,0.10879396996582225,True,2,True,New,6,West
330,331,21,Female,City,Home Appliances,2022-11-27,80.44670232169848,Debit Card,1,0.066889072496984,False,4,False,Returning,6,North
331,332,52,Male,City,Home Appliances,2022-11-28,78.31751668668814,Debit Card,3,0.4766535837911863,True,3,True,Returning,6,North
332,333,34,Female,Rural,Clothing,2022-11-29,941.3766752980769,Credit Card,1,0.036332793790578355,False,2,False,Returning,6,South
333,334,61,Female,Rural,Home Appliances,2022-11-30,511.85123358221625,Credit Card,2,0.09954670996796283,False,5,False,Returning,1,East
334,335,45,Female,Rural,Clothing,2022-12-01,415.31795109884814,Cash,8,0.17391117371652298,False,1,False,Returning,2,East
335,336,47,Male,Rural,Electronics,2022-12-02,812.7697951978392,Cash,7,0.31011742448056023,False,1,False,New,4,North
336,337,46,Male,Suburb,Electronics,2022-12-03,837.4676686314109,Credit Card,2,0.2724005426380492,True,3,True,New,3,West
337,338,63,Male,Rural,Home Appliances,2022-12-04,338.86912278444856,Credit Card,2,0.06282174620615699,False,4,False,New,6,East
338,339,23,Female,Suburb,Electronics,2022-12-05,696.6818768990573,Debit Card,9,0.1448639918691073,False,5,False,Returning,1,East
339,340,52,Female,Rural,Home Appliances,2022-12-06,773.4115876933677,Credit Card,6,0.11937588554301204,False,3,False,New,7,North
340,341,58,Female,Suburb,Electronics,2022-12-07,658.104179997295,Credit Card,5,0.10677142724517069,False,1,True,New,4,South
341,342,54,Male,City,Clothing,2022-12-08,160.07912405209836,Cash,6,0.20557216823999352,False,3,False,Returning,4,North
342,343,41,Male,Suburb,Clothing,2022-12-09,877.1242526818864,Credit Card,9,0.35201572629582845,False,5,True,New,4,North
343,344,46,Female,Suburb,Clothing,2022-12-10,543.7036072086486,Cash,7,0.10872646610861797,False,2,False,Returning,1,West
344,345,63,Male,Rural,Clothing,2022-12-11,289.64770210630365,Credit Card,9,0.1833394398514907,False,5,True,New,3,North
345,346,48,Male,Suburb,Home Appliances,2022-12-12,430.975903583317,Debit Card,4,0.19545871342058113,False,2,True,New,6,West
346,347,52,Male,City,Electronics,2022-12-13,47.195379494918306,Credit Card,2,0.4882282647177051,True,2,True,Returning,4,South
347,348,50,Male,City,Home Appliances,2022-12-14,136.58813321019338,Credit Card,8,0.47733317843953443,False,2,False,New,1,West
348,349,38,Female,Rural,Clothing,2022-12-15,767.8912830107023,Credit Card,4,0.40006879137603796,False,3,False,Returning,7,South
349,350,49,Male,City,Home Appliances,2022-12-16,10.01151840781248,Cash,9,0.12082946040959258,False,1,False,Returning,2,South
350,351,40,Male,Suburb,Electronics,2022-12-17,422.40017019746927,Debit Card,4,0.034018657045834844,False,3,False,New,7,South
351,352,50,Male,City,Home Appliances,2022-12-18,527.2850792747325,Credit Card,8,0.15845206886031238,False,1,False,New,1,North
352,353,20,Male,Rural,Electronics,2022-12-19,64.08807580096257,Cash,9,0.13339727471691543,False,5,False,Returning,1,West
353,354,35,Female,Suburb,Home Appliances,2022-12-20,973.3473813426095,Debit Card,9,0.25296290007319694,True,4,False,New,1,East
354,355,42,Female,Rural,Electronics,2022-12-21,233.8640779371752,Cash,4,0.38886395503389654,False,5,True,New,4,North
355,356,59,Male,Suburb,Electronics,2022-12-22,311.1567324399181,Cash,1,0.429161469439429,True,3,False,Returning,1,South
356,357,48,Male,City,Clothing,2022-12-23,310.9030871324771,Debit Card,3,0.42243204270525425,False,3,False,Returning,2,East
357,358,20,Male,Rural,Electronics,2022-12-24,238.1124954961764,Credit Card,9,0.17983778061153388,False,1,False,Returning,4,North
358,359,57,Male,Rural,Clothing,2022-12-25,11.459083865448301,Cash,4,0.34361717173034145,False,3,False,Returning,7,East
359,360,63,Male,Suburb,Clothing,2022-12-26,732.0513461471164,Cash,5,0.15641709876211002,False,2,True,Returning,2,South
360,361,41,Male,Rural,Clothing,2022-12-27,967.1770448012925,Credit Card,7,0.030452771617591357,False,3,True,New,5,East
361,362,49,Female,Suburb,Home Appliances,2022-12-28,232.05054845219462,Credit Card,5,0.35078263280147115,False,1,False,Returning,7,East
362,363,64,Male,Suburb,Home Appliances,2022-12-29,666.4167198853881,Debit Card,4,0.004913776284893923,False,1,True,Returning,1,South
363,364,39,Female,Suburb,Home Appliances,2022-12-30,744.477363689128,Debit Card,2,0.20459129372924428,False,2,True,New,6,East
364,365,40,Female,Suburb,Home Appliances,2022-12-31,849.9411252996194,Debit Card,2,0.16468963465103786,False,1,True,Returning,6,North
365,366,19,Male,City,Electronics,2023-01-01,428.402905043473,Credit Card,4,0.3466887692594262,False,4,False,New,4,East
366,367,44,Female,Suburb,Electronics,2023-01-02,309.90159658402496,Cash,9,0.38312273638018945,False,5,True,New,6,West
367,368,59,Female,Rural,Home Appliances,2023-01-03,332.0421826828008,Cash,8,0.15204731798564192,False,3,False,Returning,7,North
368,369,19,Female,City,Electronics,2023-01-04,715.4951197675277,Debit Card,3,0.40581350722242676,False,4,False,Returning,4,East
369,370,43,Female,Rural,Electronics,2023-01-05,818.6116718405797,Credit Card,9,0.14695838025246688,False,3,False,New,7,West
370,371,34,Female,City,Clothing,2023-01-06,189.79782807903663,Cash,5,0.2231631799932806,False,4,True,New,1,West
371,372,57,Female,Suburb,Clothing,2023-01-07,377.23159807618754,Debit Card,3,0.36350926350706697,True,3,False,Returning,3,West
372,373,50,Male,City,Clothing,2023-01-08,902.9207947816585,Cash,5,0.3464601146123943,False,2,False,Returning,3,East
373,374,26,Female,City,Clothing,2023-01-09,808.6265844977919,Cash,4,0.4936842361561,False,1,False,Returning,2,South
374,375,60,Female,Rural,Electronics,2023-01-10,985.009818734851,Credit Card,8,0.11258051210796594,False,1,False,Returning,1,West
375,376,56,Female,Rural,Home Appliances,2023-01-11,756.7057770852599,Credit Card,5,0.3311589567697912,False,2,False,New,6,South
376,377,46,Male,Suburb,Electronics,2023-01-12,399.26324901764303,Cash,8,0.3048409541378887,False,4,True,New,1,North
377,378,59,Female,City,Electronics,2023-01-13,594.7314556546913,Debit Card,9,0.45754922724501496,False,5,False,Returning,5,South
378,379,43,Male,City,Electronics,2023-01-14,664.4041117048471,Credit Card,4,0.07818107082243753,False,4,False,Returning,3,South
379,380,52,Female,City,Clothing,2023-01-15,87.6712581539527,Cash,7,0.3758990817934665,False,1,True,New,6,South
380,381,42,Male,Suburb,Clothing,2023-01-16,549.0519895128265,Credit Card,2,0.2841343081343842,False,5,False,New,7,South
381,382,41,Male,Suburb,Clothing,2023-01-17,712.2276201878835,Credit Card,6,0.1373329348939527,False,3,False,Returning,7,South
382,383,30,Female,Suburb,Home Appliances,2023-01-18,175.64809096104977,Credit Card,8,0.23721745707358705,False,5,True,Returning,3,North
383,384,24,Female,Suburb,Electronics,2023-01-19,782.8254002513016,Cash,7,0.1668882985348989,False,4,True,Returning,1,North
384,385,53,Male,Suburb,Home Appliances,2023-01-20,587.9350527089705,Debit Card,7,0.28965670139423044,False,2,True,New,6,South
385,386,62,Female,Rural,Clothing,2023-01-21,952.6995678406187,Debit Card,8,0.44450030540733293,True,3,False,Returning,2,South
386,387,37,Male,City,Home Appliances,2023-01-22,51.99807522482278,Debit Card,7,0.284652492206101,False,4,True,Returning,7,West
387,388,18,Male,City,Electronics,2023-01-23,272.6728761799123,Credit Card,5,0.315861209163292,False,3,True,Returning,1,North
388,389,25,Male,City,Electronics,2023-01-24,605.5383405068259,Cash,7,0.2593739235573547,False,5,True,Returning,2,East
389,390,63,Male,City,Clothing,2023-01-25,303.5943130838714,Credit Card,3,0.025582753222737953,True,1,False,Returning,6,North
390,391,33,Male,City,Clothing,2023-01-26,717.2799224305298,Debit Card,5,0.11642927843804712,False,4,False,Returning,3,East
391,392,31,Female,City,Home Appliances,2023-01-27,761.4152296967117,Debit Card,7,0.24600086471604138,True,2,False,Returning,5,West
392,393,29,Male,City,Clothing,2023-01-28,111.49080442580971,Cash,9,0.15511764187235239,True,5,True,Returning,4,South
393,394,40,Male,City,Clothing,2023-01-29,518.7159195647,Credit Card,2,0.09088179888059711,False,4,False,Returning,3,West
394,395,32,Female,Rural,Electronics,2023-01-30,513.8016500351453,Debit Card,4,0.25206642095921916,False,2,False,Returning,2,South
395,396,45,Male,City,Clothing,2023-01-31,375.58796251338566,Cash,7,0.16140489672392516,False,4,False,Returning,1,North
396,397,51,Female,Rural,Clothing,2023-02-01,933.5956139439754,Credit Card,1,0.12905382158670736,False,5,False,Returning,7,South
397,398,19,Female,Suburb,Electronics,2023-02-02,829.231256674489,Credit Card,2,0.2319927087201904,False,4,False,Returning,6,East
398,399,49,Female,City,Electronics,2023-02-03,700.2372880905405,Debit Card,9,0.06664212904108657,True,3,False,Returning,3,East
399,400,40,Male,Suburb,Home Appliances,2023-02-04,717.1833693776475,Debit Card,7,0.46387286653770365,False,5,True,Returning,7,West
400,401,39,Male,Suburb,Clothing,2023-02-05,467.0989823749879,Credit Card,7,0.4338510489596195,False,4,False,Returning,7,North
401,402,42,Male,Suburb,Electronics,2023-02-06,921.7845758856101,Credit Card,6,0.35381029287026766,False,1,False,Returning,5,East
402,403,39,Female,Rural,Home Appliances,2023-02-07,697.6494729807525,Debit Card,3,0.053106913794228106,False,4,False,Returning,6,West
403,404,39,Male,Suburb,Home Appliances,2023-02-08,731.6912510392583,Credit Card,3,0.3879386272348465,False,3,False,New,2,North
404,405,59,Female,Suburb,Clothing,2023-02-09,863.0739947494718,Debit Card,2,0.4039786640545095,False,2,False,Returning,6,North
405,406,23,Male,Suburb,Clothing,2023-02-10,281.33087344876907,Credit Card,6,0.38388230885716884,False,2,True,New,6,West
406,407,32,Female,City,Home Appliances,2023-02-11,809.000194828036,Debit Card,4,0.05698294355962058,False,2,True,New,1,East
407,408,60,Male,City,Electronics,2023-02-12,203.28819692692713,Cash,5,0.32195397853388236,False,1,False,Returning,4,East
408,409,54,Male,Rural,Home Appliances,2023-02-13,351.888532722439,Debit Card,3,0.4171623978746993,False,3,False,New,7,West
409,410,50,Male,Rural,Clothing,2023-02-14,342.2543497271443,Debit Card,6,0.28867670060983386,False,5,True,New,2,East
410,411,25,Female,City,Electronics,2023-02-15,978.7402137052492,Cash,3,0.3232036876140445,False,2,True,New,1,West
411,412,61,Female,Rural,Electronics,2023-02-16,857.9718515104476,Credit Card,8,0.2291817397131531,False,3,False,New,7,East
412,413,61,Male,City,Home Appliances,2023-02-17,704.1581629743571,Cash,9,0.2643536599420263,True,4,False,Returning,4,East
413,414,22,Male,Suburb,Clothing,2023-02-18,729.7861939992363,Debit Card,4,0.017188429175862607,False,1,False,Returning,1,West
414,415,56,Female,Suburb,Home Appliances,2023-02-19,566.4520664585453,Credit Card,9,0.3194815109866423,True,3,False,Returning,4,West
415,416,21,Female,Rural,Home Appliances,2023-02-20,947.6197604374339,Cash,7,0.040723606445579597,False,3,False,New,4,East
416,417,23,Female,City,Home Appliances,2023-02-21,501.2961653535379,Credit Card,3,0.2175072971701117,False,5,False,New,4,West
417,418,62,Male,City,Electronics,2023-02-22,386.7125327711956,Credit Card,7,0.1463275488337039,False,3,False,New,1,East
418,419,49,Female,Rural,Electronics,2023-02-23,171.40498356227508,Cash,1,0.27271397510585654,False,5,False,Returning,6,South
419,420,47,Male,City,Clothing,2023-02-24,788.3435957384474,Credit Card,3,0.06670816776160354,False,1,False,Returning,4,North
420,421,64,Female,Suburb,Clothing,2023-02-25,737.0994927548355,Cash,6,0.3458217009866591,False,1,False,Returning,6,North
421,422,52,Male,Rural,Home Appliances,2023-02-26,390.5114881388935,Debit Card,4,0.3975057684642352,True,4,False,Returning,7,East
422,423,57,Female,Rural,Home Appliances,2023-02-27,34.94147981963707,Credit Card,7,0.08167722487157825,True,5,False,Returning,7,North
423,424,33,Female,City,Home Appliances,2023-02-28,840.6073544408306,Debit Card,3,0.05215654367594108,False,5,True,Returning,2,East
424,425,30,Female,Rural,Clothing,2023-03-01,21.303803619532896,Debit Card,1,0.07275774139367958,False,2,True,Returning,5,West
425,426,59,Female,City,Electronics,2023-03-02,706.6627818327604,Credit Card,9,0.43856378094925086,False,2,True,New,6,South
426,427,47,Female,City,Electronics,2023-03-03,970.5545386287965,Cash,6,0.2640946308781781,False,4,True,New,7,North
427,428,36,Male,City,Home Appliances,2023-03-04,443.28471486672146,Credit Card,8,0.2336304980037513,False,1,True,Returning,5,North
428,429,34,Female,City,Home Appliances,2023-03-05,242.62367094599324,Debit Card,3,0.05335590955117714,False,2,False,Returning,4,West
429,430,36,Female,City,Home Appliances,2023-03-06,707.8222999429479,Debit Card,8,0.3247780033784809,False,3,False,Returning,5,South
430,431,45,Female,Rural,Home Appliances,2023-03-07,818.9568605954292,Cash,2,0.43399979594754495,False,1,False,Returning,5,South
431,432,43,Male,Suburb,Clothing,2023-03-08,550.9660129170688,Credit Card,4,0.4140929346617265,False,3,True,New,4,South
432,433,54,Female,Suburb,Electronics,2023-03-09,967.3649225035847,Debit Card,3,0.31302735449040064,False,5,False,Returning,6,West
433,434,43,Male,Rural,Home Appliances,2023-03-10,61.152034441381495,Debit Card,1,0.037639358325836814,True,1,False,Returning,4,North
434,435,40,Female,Rural,Clothing,2023-03-11,509.74764232148283,Debit Card,7,0.05619851358800648,False,4,False,New,2,North
435,436,26,Female,Suburb,Home Appliances,2023-03-12,721.2694078493246,Cash,2,0.024654493554912338,False,5,False,Returning,3,South
436,437,29,Male,Suburb,Home Appliances,2023-03-13,864.0140664376872,Debit Card,4,0.12873960824623465,False,5,True,New,1,West
437,438,18,Female,Suburb,Electronics,2023-03-14,187.46305578871215,Debit Card,9,0.06783073358018887,False,3,True,New,4,West
438,439,18,Male,Suburb,Home Appliances,2023-03-15,802.0034469460446,Credit Card,6,0.13002402012621694,False,5,False,Returning,4,West
439,440,64,Male,Suburb,Electronics,2023-03-16,557.1800049613598,Credit Card,8,0.19252902785948084,False,2,True,Returning,5,South
